id,address,enabled,date_added,date_modified,comment,date_updated,number,invalid_domains,status
1,https://raw.githubusercontent.com/StevenBlack/hosts/master/hosts,1,1628182232,1628182232,"Migrated from /etc/pihole/adlists.list",1647756302,100055,0,2
